codgeo;libgeo;p21_pop
02744;Torcy-en-Valois;74
88126;Darnieulles;1370
28084;Chartainvilliers;677
14610;Saint-Manvieu-Norrey;2078
27673;Vatteville;176
57492;Moyeuvre-Petite;446
67422;Saasenheim;583
09212;Montseron;106
14282;Foulognes;214
10032;Baroville;285
57354;Juville;129
50574;Servon;263
78415;Montainville;531
45310;Sermaises;1697
46296;Saint-Vincent-Rive-d'Olt;423
44026;Carquefou;20510
10435;Villy-le-Maréchal;189
06018;Biot;9880
55553;Vignot;1288
17209;Lonzac;269
34078;Claret;1695
32099;Cazaux-Villecomtal;72
76001;Allouville-Bellefosse;1150
44195;Savenay;9350
09072;Calzan;41
31576;Vieillevigne;353
33508;Savignac;642
81263;Saint-Martin-Laguépie;392
17385;Saint-Pierre-d'Oléron;6627
34254;Saint-Félix-de-Lodez;1149
60029;Auneuil;2875
22317;Saint-Méloir-des-Bois;270
18064;Chéry;219
85117;Lairoux;608
14535;Reviers;576
02421;Lesges;91
27436;Nogent-le-Sec;435
27530;Saint-Denis-d'Augerons;78
85294;La Tranche-sur-Mer;3054
14077;Blangy-le-Château;734
88260;Langley;148
55453;Saint-André-en-Barrois;62
39100;Champrougier;101
27426;Neaufles-Saint-Martin;1324
80306;Fescamps;132
35238;Rennes;225081
04068;Dauphin;838
73299;Traize;328
76543;Rouville;610
74114;Essert-Romand;513
82019;Boudou;753
25635;Vyt-lès-Belvoir;185
24466;Saint-Michel-de-Montaigne;322
59138;Cattenières;684
18270;Vallenay;700
39104;Chapelle-Voland;613
2A312;Santa-Maria-Siché;379
62584;Mont-Bernanchon;1316
66108;Millas;4294
89268;Mont-Saint-Sulpice;785
88250;Jarménil;459
27582;Saint-Ouen-du-Tilleul;1762
21637;Tichey;213
54516;They-sous-Vaudemont;18
80665;Regnière-Écluse;120
52517;Vesaignes-sous-Lafauche;128
71022;Baudemont;627
52308;Maranville;400
70293;Lambrey;71
73151;Les Marches;3887
77473;Treuzy-Levelay;421
70470;Sainte-Marie-en-Chaux;160
32199;Lasserade;184
50235;La Haye-d'Ectot;285
17068;Brie-sous-Mortagne;243
55258;Geville;612
79349;Villemain;148
14230;Drubec;113
95303;Le Heaulme;205
23041;La Cellette;237
57142;Chieulles;419
58229;Saint-André-en-Morvan;310
12305;Viviez;1216
60537;Ribécourt-Dreslincourt;3746
66179;Saint-Laurent-de-Cerdans;1027
41012;Baillou;200
77413;Saint-Germain-sur-Morin;3881
80246;Dommartin;341
41151;Montrichard;3645
06047;Conségudes;94
18205;Saint-Doulchard;9645
78030;Auffargis;1974
62311;Estevelles;2024
14516;Potigny;2077
76283;Fresles;237
55505;Thierville-sur-Meuse;3179
69105;Lacenas;1027
43211;Saint-Maurice-de-Lignon;2643
21207;Courlon;74
35131;L' Hermitage;4692
17339;Saint-Germain-de-Lusignan;1299
61010;Aubry-le-Panthou;126
26262;Recoubeau-Jansac;307
64382;Mesplède;331
32360;Saint-Arailles;139
54032;Autrey;192
67426;Saint-Martin;367
76113;Boissay;415
21435;Montliot-et-Courcelles;295
82084;Lacour;170
94017;Champigny-sur-Marne;77724
39146;Chilly-le-Vignoble;600
15172;Saint-Antoine;89
32064;Bretagne-d'Armagnac;391
19123;Malemort-sur-Corrèze;8027
08070;Blanzy-la-Salonnaise;383
71174;Dezize-lès-Maranges;167
66158;Rasiguères;161
38329;Quet-en-Beaumont;75
19108;Laroche-près-Feyt;73
32144;Gazax-et-Baccarisse;70
67345;Oberhoffen-sur-Moder;3764
52206;Frampas;155
47308;Thouars-sur-Garonne;222
74175;Meillerie;312
12092;Durenque;524
50046;Bérigny;437
34129;Lattes;17544
11287;Peyrolles;88
01066;La Burbanche;95
76026;Arques-la-Bataille;2480
46172;Lhospitalet;501
55584;Woimbey;127
79265;Saint-Léger-de-Montbrun;1257
65060;Banios;64
49218;Montrevault;15755
09057;Biert;312
65322;Montoussé;250
2B051;Cambia;68
91079;Boissy-la-Rivière;517
10220;Maizières-la-Grande-Paroisse;1513
78314;Issou;3928
32092;Catonvielle;101
56218;Saint-Gravé;728
14037;Banneville-sur-Ajon;570
76473;Notre-Dame-de-Bliquetuit;817
39547;Vaux-lès-Saint-Claude;673
27191;La Croix-Saint-Leufroy;2468
07074;Creysseilles;156
02664;Rozoy-Bellevalle;121
08437;Tailly;177
02817;Ville-Savoye;83
57192;Enchenberg;1214
55288;Lérouville;1403
62499;Lépine;289
2B233;Pino;161
24206;Grives;107
18007;Apremont-sur-Allier;68
07223;Saint-Cirgues-de-Prades;138
57033;Arzviller;531
16360;Salles-de-Barbezieux;403
38124;Corbelin;2325
67302;Monswiller;1994
61440;Saint-Ouen-sur-Iton;827
73189;Notre-Dame-du-Cruet;219
57607;Sainte-Barbe;773
67517;Wangen;645
51564;Tauxières-Mutry;598
61361;Saint-André-de-Briouze;173
11021;Axat;497
35111;Le Ferré;725
68312;Sondersdorf;315
51119;Champillon;507
78674;Villepreux;11150
42319;Valeille;682
71021;Baron;284
28267;Montreuil;522
01210;Lélex;230
42266;Saint-Nizier-de-Fornas;656
85099;Le Girouard;1124
80278;Erches;190
62828;Tramecourt;55
66118;Montner;331
51363;Merlaut;267
60332;Labruyère;712
74168;Marlioz;1052
48165;Saint-Laurent-de-Muret;190
23130;Méasnes;525
85145;Monsireigne;972
57761;Zilling;280
15257;Vezels-Roussy;129
59377;Marcoing;1888
57663;Talange;7938
02690;Sainte-Preuve;72
85179;Poiroux;1214
65397;Saint-Sever-de-Rustan;159
78575;Saint-Rémy-lès-Chevreuse;7747
79253;Saint-Georges-de-Noisné;686
76232;Életot;634
22114;Lanrelas;856
11226;Mayreville;84
61317;Orgères;185
70545;Venisey;132
37153;Monnaie;4737
76624;Saint-Nicolas-d'Aliermont;3764
31500;Saint-Mamet;553
17330;Sainte-Gemme;1356
28230;Maisons;391
57305;Havange;451
30098;Crespian;465
33085;Camblanes-et-Meynac;3093
27196;Les Damps;1347
03289;Treteau;514
27693;Sylvains-les-Moulins;1293
54363;Mercy-le-Haut;271
10007;Arconville;105
11188;La Palme;1784
58143;Limon;138
70211;Écuelle;62
26155;Lapeyrouse-Mornay;1199
11187;Lanet;58
10074;Chamoy;502
31051;Beaufort;476
27101;Bouquelon;507
37189;Preuilly-sur-Claise;1010
80760;Tilloy-Floriville;364
88459;Soncourt;43
69289;Saint-Pierre-de-Chandieu;4598
89338;Saint-Clément;2812
33113;Cauvignac;144
11386;Talairan;452
51109;Châlons-sur-Vesle;198
57346;Insming;597
29093;Kernilis;1423
11129;Espéraza;1703
48150;Saint-Flour-de-Mercoire;186
81121;Lacabarède;291
71111;Chassy;297
61088;Champ-Haut;43
58029;Beuvron;84
84085;Murs;404
61030;La Bazoque;272
55140;Cunel;20
60226;Ève;419
93007;Le Blanc-Mesnil;58257
52347;Narcy;221
60622;Sommereux;479
60589;Saint-Maximin;2941
21457;Noidan;80
28289;Ormoy;223
95040;Avernes;865
21539;Saint-Anthot;59
52526;Villars-Santenoge;77
82056;Espinas;198
45322;Thorailles;193
02731;Le Sourd;178
26340;Séderon;243
46250;Saint-Caprais;85
57338;Hottviller;508
52087;Buxières-lès-Villiers;210
29030;Cléder;3594
81069;Cordes-sur-Ciel;808
35221;Pléchâtel;2763
57258;Gréning;115
46055;Capdenac;1091
88432;Saint-Pierremont;152
51100;La Caure;103
18079;Crézancy-en-Sancerre;430
17043;Bernay-Saint-Martin;753
14385;Magny-en-Bessin;155
25548;Solemont;134
60605;Sarnois;350
38254;Monteynard;498
80030;Arry;223
65191;Gazost;125
19226;Saint-Merd-les-Oussines;116
17396;Saint-Sauveur-d'Aunis;1744
34178;Murviel-lès-Béziers;3077
67205;Hoerdt;4565
16250;Orgedeuil;211
79316;Soudan;427
16093;Chazelles;1563
70437;Ranzevelle;16
64073;Aubin;265
85303;Vix;1822
06149;La Trinité;10276
54367;Mexy;2288
25007;Adam-lès-Vercel;105
77244;Larchant;713
33090;Canéjan;5916
79335;Vallans;807
86144;Maisonneuve;319
82177;Sauveterre;154
33080;Cadaujac;6671
02589;Pargny-Filain;255
77315;Montry;3799
82191;Verfeil;429
14719;Urville;743
62290;Écurie;378
21373;Mâlain;779
39470;Les Rousses;3683
60545;Romescamps;526
91333;Leuville-sur-Orge;4304
62293;Embry;230
87072;Glanges;504
2A041;Bonifacio;3200
02346;Gizy;644
47027;Bias;2971
58280;Sougy-sur-Loire;585
54322;Longuyon;5190
39458;Revigny;239
78003;Ablis;3715
07303;Saint-Vincent-de-Durfort;270
16183;Lésignac-Durand;171
95183;Courdimanche;6816
76097;Biville-la-Rivière;104
77392;Rouvres;1005
32210;Lias;761
80354;Fresnes-Tilloloy;204
73311;Le Verneil;94
62774;Sangatte;4842
55341;Moirey-Flabas-Crépion;117
22288;Saint-Étienne-du-Gué-de-l'Isle;365
81087;Fayssac;365
39021;Arthenas;592
77207;Gironville;157
70311;Luxeuil-les-Bains;6659
02542;Neuflieux;80
58124;Germigny-sur-Loire;757
89434;Vaumort;338
15002;Alleuze;226
21600;Semarey;128
21030;Aubaine;89
52053;Blaisy;67
26192;Montbrison-sur-Lez;271
24394;Sainte-Croix-de-Mareuil;148
14360;Leffard;214
27555;Saint-Laurent-des-Bois;245
22215;Ploufragan;11369
74082;Collonges-sous-Salève;3919
33446;Saint-Martin-du-Puy;161
66171;Saint-Cyprien;11398
11101;Coudons;52
67266;Limersheim;686
03006;Arfeuilles;625
64327;Lecumberry;173
27108;Bourth;1171
76177;Claville-Motteville;267
27516;Saint-Aubin-le-Vertueux;1360
16066;Brossac;457
10117;Crespy-le-Neuf;136
64488;Saint-Laurent-Bretagne;445
41146;Monthou-sur-Cher;959
95141;Charmont;35
67414;Rothau;1491
59305;Herzeele;1634
57267;Le Val-de-Guéblange;815
84070;Malemort-du-Comtat;1935
78615;Thiverval-Grignon;1192
51439;Pomacle;508
16200;Maine-de-Boixe;479
76180;Cleuville;187
86029;Blanzay;796
54064;Bertrambois;317
70496;Tartécourt;26
45273;Saint-Denis-de-l'Hôtel;3046
50054;Biéville;193
24422;Saint-Hilaire-d'Estissac;122
58059;La Charité-sur-Loire;4672
49163;Jarzé;2785
32117;Duran;853
62332;Ficheux;502
80195;Chuignolles;148
85288;Talmont-Saint-Hilaire;8161
89420;Treigny;1042
43007;Araules;608
52426;Rizaucourt-Buchey;129
85301;Vendrennes;1791
59122;Cambrai;31425
30325;Sumène;1291
44125;Piriac-sur-Mer;2516
45311;Sigloy;662
21426;Montberthault;209
05098;Les Orres;519
70238;Fleurey-lès-Saint-Loup;131
59550;Salomé;3051
57693;Vantoux;813
22296;Saint-Glen;662
56055;Étel;2055
60149;Chevrières;2005
14310;Grainville-Langannerie;759
34058;Castries;6523
17411;Saint-Trojan-les-Bains;1119
2B005;Alando;26
14379;Longvillers;359
26186;Miscon;66
54020;Anthelupt;443
22128;Locarn;409
08289;Messincourt;596
83146;La Verdière;1651
51281;Grauves;617
16396;Ventouse;120
78361;Mantes-la-Jolie;44539
50532;Saint-Pair-sur-Mer;4238
64294;Labets-Biscay;149
33119;Cenon;26778
35347;Val-d'Izé;2591
60686;Villers-sous-Saint-Leu;2303
48116;Le Pont-de-Montvert;545
28128;Dangers;434
02462;Mareuil-en-Dôle;226
03261;Sainte-Thérence;179
43142;Montregard;597
08016;Aouste;209
70320;Magny-lès-Jussey;95
72228;Parcé-sur-Sarthe;2046
35211;Paimpont;1781
17253;Muron;1359
12065;Centrès;463
70287;Hurecourt;46
62072;Bailleulmont;217
39006;Aiglepierre;436
14627;Saint-Martin-de-Mieux;385
38453;Saint-Romans;1801
74191;Morzine;2660
16269;Pranzac;900
67461;Schwobsheim;327
16338;Saint-Médard;310
63423;Sugères;617
30121;Gailhan;275
54355;Martincourt;91
53094;Entrammes;2262
46338;Bessonies;74
31378;Montgaillard-sur-Save;72
51040;Bassuet;243
36228;Valençay;2271
01236;Marsonnas;1030
35041;Brie;1010
66225;Villelongue-dels-Monts;1858
59547;Saint-Vaast-en-Cambrésis;860
73303;Ugine;7148
84123;Sault;1354
89115;Compigny;190
68138;Hirsingue;2120
89290;Pasilly;47
72348;Tassillé;129
38120;La Combe-de-Lancey;722
16110;Courcôme;789
31263;Lagardelle-sur-Lèze;3277
02826;Voulpaix;348
22264;La Roche-Derrien;2657
80533;Mers-les-Bains;2548
22067;Grâces;2576
45275;Saint-Firmin-des-Bois;482
03023;Bellerive-sur-Allier;8855
72376;Villaines-sous-Lucé;670
54135;Colombey-les-Belles;1434
61435;Saint-Nicolas-de-Sommaire;270
44199;Soudan;1981
33355;Rions;1500
39043;Beaufort;1444
23112;Lourdoueix-Saint-Pierre;724
68232;Neuwiller;503
33366;Saint-André-de-Cubzac;12854
87104;Nedde;453
46318;Thémines;242
26185;Mirmande;599
86083;Coulombiers;1136
04101;Lardiers;134
77013;Aulnoy;361
25382;Moncey;617
12045;Camboulazet;391
28080;Charbonnières;255
47078;Damazan;1349
60422;Montlognon;204
19253;Segonzac;210
50596;Théville;320
70053;Les Bâties;76
70274;Grandecourt;48
10005;Amance;246
65455;Tuzaguet;431
21710;Vitteaux;1059
28182;Gohory;316
28096;La Chaussée-d'Ivry;1294
30260;Saint-Hilaire-d'Ozilhan;1111
14047;Bayeux;12775
77112;Chevrainvilliers;254
45087;Châtillon-sur-Loire;3126
54396;Neufmaisons;217
28081;Charonville;297
68002;Altenach;384
71565;Vendenesse-sur-Arroux;560
14700;Tour-en-Bessin;684
63269;Parent;899
80607;Oissy;206
42075;Craintilleux;1349
59408;Moncheaux;1703
89398;Sormery;371
56109;Lauzach;1199
08391;Saint-Menges;938
16414;Villognon;325
16238;Moutonneau;111
06040;Châteauneuf-d'Entraunes;63
08094;Cernion;55
2B280;Silvareccio;103
76036;Auppegard;692
87041;Châteauponsac;2021
89479;Vincelottes;284
78367;Mareil-Marly;3826
77291;Le Mesnil-Amelot;1016
82103;Marignac;103
62051;Auchy-les-Mines;4623
95008;Aincourt;874
59600;Tourmignies;947
57445;Marieulles;700
44204;Thouaré-sur-Loire;10783
81073;Crespinet;181
55540;Vaux-lès-Palameix;59
29252;Saint-Jean-Trolimon;949
72313;Saint-Pierre-des-Ormes;218
31133;Cazeaux-de-Larboust;97
21473;Ouges;1604
58286;Tannay;567
02022;Arcy-Sainte-Restitue;399
25124;Charmauvillers;280
51212;Dommartin-Lettrée;160
64016;Aldudes;321
31441;Prunet;149
50015;Annoville;
26129;Eymeux;1065
77425;Saint-Martin-en-Bière;734
24418;Saint-Germain-du-Salembre;920
04230;Valensole;3155
02490;Monampteuil;123
88156;Doncières;148
59035;Avesnelles;2280
11112;Cubières-sur-Cinoble;80
57443;Marange-Silvange;6527
28022;Bailleau-l'Évêque;1159
55111;Chauvoncourt;434
19002;Aix;382
83048;La Croix-Valmer;3804
84138;Valréas;9346
63130;La Crouzille;259
51456;Remicourt;58
26131;Eyzahut;152
02304;La Fère;2850
09015;Arignac;712
54302;Lantéfontaine;737
17337;Saint-Georges-d'Oléron;3948
51134;Châtelraould-Saint-Louvent;247
80390;Grivesnes;410
26121;Espeluche;1126
81029;Bernac;184
42204;Saint-Bonnet-le-Château;1477
05129;Saint-André-de-Rosans;156
14195;Courvaudon;278
23109;Linard;208
56036;Caudan;7074
02480;Mesbrecourt-Richecourt;318
16289;Roussines;299
46247;Saillac;149
45019;Baccon;647
88275;Lubine;245
45257;Pressigny-les-Pins;520
60305;Hautefontaine;343
35270;Saint-Georges-de-Gréhaigne;371
31473;Saint-Cézert;440
62233;Conchil-le-Temple;1100
69234;Saint-Romain-de-Popey;1661
37156;Montlouis-sur-Loire;11048
89092;Châtel-Gérard;202
33525;Tauriac;1318
39499;Saligney;191
03294;Ussel-d'Allier;170
12109;Gissac;95
95298;Haravilliers;577
55089;Burey-la-Côte;87
91244;Fontenay-le-Vicomte;1564
09231;Le Port;167
70338;Melincourt;222
08419;Signy-l'Abbaye;1349
11029;Belcastel-et-Buc;61
21209;Couternon;1924
34169;Montferrier-sur-Lez;4054
88342;Pallegney;166
88200;Gigney;56
76535;Roncherolles-en-Bray;460
14064;Bernières-d'Ailly;216
11358;Saint-Martin-Lys;24
73087;Cognin;6520
67545;Witternheim;498
73327;Vions;416
02391;Jeantes;218
38172;Four;1656
64142;Bougarber;833
71155;Cronat;513
21114;Buffon;156
11391;La Tourette-Cabardès;23
13047;Istres;44577
22244;Plussulien;493
28303;Poupry;95
77340;Nonville;601
54183;Essey-la-Côte;74
24272;Minzac;486
13113;Venelles;8426
88091;Charmois-devant-Bruyères;380
51629;Villers-Allerand;935
68252;Ostheim;1658
15232;Tanavelle;222
61133;Courtomer;718
67520;Wasselonne;5774
36021;Les Bordes;856
77104;Châtres;711
07300;Saint-Thomé;470
14111;Bucéels;444
50085;Bricqueville-sur-Mer;1266
71198;Flacey-en-Bresse;412
57209;Faulquemont;5155
50571;Sébeville;34
12054;La Capelle-Bleys;344
38049;Bossieu;320
85055;La Chapelle-Palluau;1050
77332;Nantouillet;294
10378;Thors;67
08363;Revin;5815
58259;Saint-Parize-en-Viry;141
59492;Ramillies;596
72221;Nogent-sur-Loir;366
11185;Lagrasse;541
62328;Ferfay;882
44143;Rezé;42998
30353;Vissec;67
23141;Naillat;648
16011;Anais;560
18040;Bussy;353
07123;Lachapelle-sous-Chanéac;161
69176;Soucieu-en-Jarrest;4645
33252;Loupes;916
25476;Rahon;132
77044;Bombon;944
80569;Morcourt;332
21432;Montigny-sur-Aube;248
04006;Allos;820
79220;Prin-Deyrançon;598
62837;Vaudringhem;497
12160;Mostuéjouls;326
03282;Theneuille;350
10184;Juzanvigny;126
62021;Alette;378
71308;Montceaux-Ragny;31
42183;La Ricamarie;8046
63238;Montfermy;228
64309;Lamayou;208
25208;Durnes;191
50031;Barneville-Carteret;2191
71469;Saint-Pierre-le-Vieux;373
02795;Vic-sur-Aisne;1602
63080;Champeix;1416
33377;Saint-Avit-de-Soulège;78
71129;Chissey-en-Morvan;281
50291;Margueray;116
70304;Linexert;117
35228;Pleurtuit;6953
09078;Carcanières;72
65173;Esterre;188
60551;Rousseloy;289
34307;Sussargues;2824
54202;Fontenoy-sur-Moselle;371
68165;Kiffis;238
68253;Ottmarsheim;1995
70374;Motey-Besuche;90
80450;Inval-Boiron;114
02012;Ambrief;78
34325;Valros;1645
70075;Bonboillon;198
08216;Haudrecy;322
61153;Écouché;2197
01180;Grilly;864
24096;Champagnac-de-Belair;782
16363;Saulgond;533
19011;Arnac-Pompadour;1160
43191;Saint-Géron;244
59062;Beaurieux;164
03260;Saint-Sornin;221
2B260;Riventosa;151
79351;Villiers-en-Plaine;1793
81275;Salles;195
04045;Céreste;1194
59140;Caullery;460
88492;Le Valtin;74
31517;Saint-Sulpice-sur-Lèze;2298
65244;Lagarde;530
83039;Châteauvert;146
60216;Erquinvillers;185
15046;Chaussenac;221
35240;Le Rheu;9535
15081;Jou-sous-Monjou;101
45266;Ruan;200
70215;Errevet;246
80631;Ponches-Estruval;108
88125;Darney-aux-Chênes;64
48021;La Bastide-Puylaurent;170
40019;Aureilhan;1062
32208;Lectoure;3690
70538;Vellemoz;85
21225;Dampierre-et-Flée;133
65313;Momères;732
03092;Cressanges;634
46005;Anglars-Juillac;331
57434;Maizières-lès-Vic;476
39103;La Chapelle-sur-Furieuse;302
89011;Annéot;118
17326;Saint-Eugène;285
32232;Maravat;43
21245;Épagny;323
30252;Saint-Félix-de-Pallières;207
25107;Cendrey;197
31524;Salles-et-Pratviel;126
24232;Lavaur;76
46072;Concorès;305
47113;Grayssas;144
80600;Noyelles-sur-Mer;649
42081;Cuzieu;1523
04133;Moriez;238
74103;Domancy;2308
77286;Meigneux;233
2B333;Vallecalle;155
80081;Belloy-Saint-Léonard;88
09092;Cazenave-Serres-et-Allens;61
40152;Lesperon;1027
08247;Landrichamps;132
63441;Valcivières;222
28172;Gas;752
59646;Wasquehal;20836
51128;La Chapelle-sous-Orbais;54
76004;Ambrumesnil;488
11006;Albas;78
81013;Andouque;400
40040;Beylongue;387
80150;Buire-Courcelles;218
80804;Villers-sous-Ailly;182
62501;Lespinoy;235
33347;Puynormand;308
52258;Laferté-sur-Aube;307
30349;Vic-le-Fesq;571
50124;La Chapelle-Urée;170
27047;Beaubray;336
67008;Altorf;1414
07023;Balazuc;378
24488;Saint-Pompont;353
32276;Montadet;68
84032;Caseneuve;511
44205;Les Touches;2577
46180;Lunan;607
12035;Brasc;175
28219;Luigny;417
59167;Cuvillers;197
80670;Revelles;505
59253;Fresnes-sur-Escaut;7486
81272;Saint-Urcisse;221
72368;Vancé;298
79012;Ardin;1240
02123;Brissay-Choigny;298
16030;Barret;1076
05181;Villar-d'Arêne;283
74225;Rumilly;15998
23020;Bellegarde-en-Marche;375
34064;Le Caylar;465
64459;Préchacq-Navarrenx;180
82070;Glatens;69
39099;Champdivers;445
71290;Mazille;387
70032;Attricourt;45
18113;Ignol;176
09247;Rivèrenert;176
04091;Ganagobie;91
972206;Le Diamant;5687
30145;Lédenon;1658
68198;Magstatt-le-Haut;299
57397;Ley;104
61040;Bellou-en-Houlme;1042
77524;Vimpelles;515
27067;Bézu-Saint-Éloi;1578
59229;Féron;527
85047;Challans;22494
64132;Bizanos;4548
47326;Virazeil;1675
66155;Py;79
22021;Brusvily;1158
57051;Baronville;372
69102;Joux;751
51464;Romain;318
02623;Prisces;95
88419;Saint-Jean-d'Ormont;123
72326;Saosnes;215
77309;Monthyon;1749
18094;Feux;329
49262;Rou-Marson;647
23098;Jalesches;92
59309;Hondschoote;4026
10011;Arrentières;198
80663;Rambures;363
57031;Ars-Laquenexy;934
62670;Preures;619
29155;Ouessant;838
62304;Erny-Saint-Julien;335
59079;Beuvrages;6784
34294;Saturargues;1018
58173;Montaron;156
63115;Combrailles;216
16366;Segonzac;2077
44069;Guérande;16151
77478;Ussy-sur-Marne;1074
17244;Montpellier-de-Médillan;687
32338;Ramouzens;179
21279;Fontaines-les-Sèches;25
64106;Béhasque-Lapiste;509
83102;Régusse;2483
62743;Sainte-Austreberthe;371
02251;Cuiry-lès-Iviers;26
2B319;Talasani;827
64084;Aydie;138
08367;Rocroi;2259
15004;Andelat;473
74293;Veigy-Foncenex;4005
76629;Saint-Ouen-le-Mauger;280
77038;Boissettes;417
51253;Florent-en-Argonne;221
60318;Houdancourt;662
61412;Saint-Julien-sur-Sarthe;687
50405;Le Plessis-Lastelle;238
81184;Montrosier;35
42221;Sainte-Foy-Saint-Sulpice;548
02481;Mesnil-Saint-Laurent;465
21528;La Roche-Vanneau;135
07333;Vanosc;959
71189;Épervans;1630
64353;Louvie-Juzon;1063
05140;Saint-Étienne-le-Laus;318
73256;Saint-Martin-d'Arc;305
77043;Boitron;328
11136;Fanjeaux;872
69067;Courzieu;1172
71149;Couches;1248
63356;Saint-Gervazy;337
62093;Beaulencourt;222
16177;Ladiville;124
54172;Doncourt-lès-Longuyon;291
50525;Saint-Michel-de-Montjoie;338
22193;Plestan;1640
72113;Degré;750
32421;Savignac-Mona;144
30254;Saint-Geniès-de-Comolas;2010
